user_id,is_gone
1246,0.33
1274,0.69
1302,0.64
1313,0.3054948897924122
1314,0.0
1341,0.026398268398268393
1347,0.03
1354,0.3168081469279987
1356,0.5
1358,0.1214663787127393
1359,1.0
1365,0.3168081469279987
1367,0.53
1375,0.02583333333333333
1384,0.0
1392,0.20584301214190723
1412,0.17748015873015874
1413,0.21094998952830818
1420,0.3054948897924122
1426,1.0
1438,0.31086904761904754
1441,1.0
1442,0.09189211644049104
1457,0.435
1458,0.3168081469279987
1459,1.0
1460,0.23
1464,0.02583333333333333
1472,0.2
1488,0.8523333333333334
1510,0.27423429194537896
1520,0.5862839105339104
1541,0.395
1543,0.31
1550,0.3168081469279987
1551,0.1538565009135616
1554,0.27423429194537896
1556,0.05
1563,0.20584301214190723
1571,0.99
1580,0.3010555987240451
1584,0.08
1597,0.21094998952830818
1611,0.43869444444444455
1619,0.0075
1620,0.36
1623,0.04333333333333334
1630,0.3168081469279987
1636,0.0
1640,0.3198976033998488
1674,0.02583333333333333
1690,0.19965149696446363
1693,0.37771929824561395
1704,0.0488029710496434
1719,0.0
1720,0.20584301214190723
1725,0.36
1731,0.446
1747,0.33504528597363714
1748,0.87
1751,0.42
1767,1.0
1782,0.41
1785,0.21980100319826876
1786,0.1298438783438783
1797,0.19965149696446363
1800,0.6933333333333332
1803,0.1538565009135616
1821,0.21094998952830818
1822,0.6616666666666666
1832,0.26
1835,0.24853694215231134
1840,0.91
1849,0.3198976033998488
1873,0.3198976033998488
1882,0.7
1887,0.87
1893,0.88
1918,0.3168081469279987
1953,0.72
1956,0.9466666666666668
1960,0.78
1961,0.31
1962,0.83
1967,0.4045238095238094
1988,0.38482663070587236
2016,0.3168081469279987
2018,0.32
2019,0.4718297258297259
2026,0.36637760935580593
2034,0.38482663070587236
2042,0.02583333333333333
2044,0.3168081469279987
2069,0.25666666666666665
2079,0.47993364487237505
2101,0.15
2107,0.9208333333333334
2109,0.26856844415521475
2111,0.81
2117,0.845
2120,0.19628318903318895
2149,0.91
2172,0.86
2174,0.006
2180,1.0
2201,0.57
2203,0.0014285714285714286
2220,1.0
2231,0.14
2270,0.6
2299,0.32653329747643217
2305,1.0
2306,0.72
2316,0.09189211644049104
2317,0.1681601950785369
2326,0.01
2343,0.28
2347,0.02583333333333333
2365,0.27423429194537896
2376,0.2904999999999999
2380,0.2
2382,0.1971703377653193
2384,1.0
2398,0.27423429194537896
2423,0.30521376681225376
2426,1.0
2430,0.28
2434,0.905
2435,0.3198976033998488
2439,0.21
2465,0.17
2494,0.30521376681225376
2501,0.3010555987240451
2504,0.04
2517,0.3198976033998488
2524,0.21094998952830818
2531,0.0
2535,0.99
2540,1.0
2544,0.275
2545,0.3198976033998488
2558,0.9383333333333332
2563,0.28755615872604345
2603,0.53
2607,0.83
2610,0.7810000000000001
2628,0.1681601950785369
2645,0.20584301214190723
2669,1.0
2676,0.28755615872604345
2688,0.1946237585943468
2720,0.8769444444444443
2738,0.32653329747643217
2760,0.02583333333333333
2769,0.9542857142857143
2771,0.87
2772,0.40149999999999997
2782,0.174
2808,0.6496904761904762
2815,0.0
2819,0.75
2823,0.0
2827,0.36637760935580593
2834,0.0488029710496434
2860,0.86
2862,1.0
2863,1.0
2864,0.21094998952830818
2866,0.3666666666666667
2869,0.0
2871,0.3010555987240451
2880,0.3168081469279987
2893,0.3198976033998488
2897,0.3433333333333334
2898,0.3168081469279987
2906,0.4061666666666667
2907,0.98
2911,0.40073441467263504
2914,1.0
2920,0.46
2921,0.28755615872604345
2939,0.06
2947,0.3054948897924122
2973,0.54
2974,0.1681601950785369
2976,0.41
2977,0.91
2992,0.07547619047619049
2994,0.32653329747643217
3002,0.87
3008,1.0
3024,0.99
3031,0.03083333333333333
3043,0.3168081469279987
3077,0.68
3086,0.565
3093,1.0
3108,0.1681601950785369
3110,1.0
3114,0.31086904761904754
3115,0.95
3128,0.623452380952381
3141,0.3054948897924122
3172,0.62
3192,0.99
3212,0.36637760935580593
3214,0.34277576715890695
3216,0.36137592966888626
3217,0.6377142857142857
3227,0.1544131375177843
3235,0.34844369519369517
3238,0.3168081469279987
3239,1.0
3267,0.53
3274,0.6066666666666667
3276,0.3168081469279987
3305,0.9833333333333333
3313,0.09
3314,0.6583333333333333
3349,0.460625
3351,0.24988371061079198
3370,0.71
3388,0.68
3400,0.21094998952830818
3401,0.24853694215231134
3402,1.0
3403,0.28755615872604345
3404,0.06
3414,1.0
3418,1.0
3420,0.9116666666666667
3434,0.47
3435,0.99
3439,0.1946237585943468
3443,0.27423429194537896
3494,0.44333333333333336
3502,0.29
3513,0.3168081469279987
3514,0.26
3515,0.9733333333333333
3539,0.96
3575,0.97
3596,0.55
3608,1.0
3628,0.2
3631,0.83
3650,0.3478420011027253
3653,0.21
3662,0.36637760935580593
3671,0.27423429194537896
3672,0.0
3689,0.27423429194537896
3690,0.3198976033998488
3696,0.5790000000000001
3707,0.74
3729,0.5478333333333334
3748,0.78
3752,0.1538565009135616
3753,0.35044149831649835
3768,1.0
3773,0.7238333333333332
3776,0.3168081469279987
3781,0.87
3793,0.15183405483405482
3803,0.38482663070587236
3805,0.32653329747643217
3811,0.24867906434928858
3818,0.75
3820,0.3054948897924122
3835,0.0
3872,0.15633333333333332
3885,0.1544131375177843
3889,0.67
3902,0.3010555987240451
3919,0.19965149696446363
3924,0.4633333333333334
3934,0.003333333333333333
3939,0.86
3940,1.0
3944,0.02
3953,0.7433333333333333
3959,0.0
3970,1.0
3981,0.19965149696446363
3982,0.34277576715890695
3984,0.32653329747643217
4016,0.5056666666666666
4018,0.27423429194537896
4035,1.0
4042,0.74
4046,1.0
4063,0.8
4064,1.0
4065,0.9525
4070,0.21980100319826876
4077,0.3133333333333333
4094,0.5688333333333333
4109,0.27423429194537896
4116,0.72
4118,0.2578784412107537
4125,0.12180033817460836
4140,0.0
4145,0.19700735138677725
4159,0.0
4165,0.02583333333333333
4178,0.3168081469279987
4186,0.20584301214190723
4194,0.94
4196,0.98
4217,0.21094998952830818
4219,1.0
4224,1.0
4233,0.28755615872604345
4242,0.54
4244,0.66
4247,0.21041666666666664
4254,1.0
4261,0.3198976033998488
4269,1.0
4301,0.3054948897924122
4322,1.0
4329,0.24867906434928858
4330,0.28755615872604345
4337,0.76
4345,0.45544548872180457
4368,0.12188888888888892
4378,0.175
4408,0.2
4410,0.0
4414,0.38482663070587236
4424,0.03083333333333333
4426,0.28755615872604345
4436,0.21
4459,0.62
4473,0.1681601950785369
4485,0.02583333333333333
4487,0.19965149696446363
4488,0.061547738523273575
4489,0.15183333333333332
4501,0.28755615872604345
4511,0.8491666666666667
4523,0.5309999999999999
4543,0.1544131375177843
4549,0.66
4559,0.3116666666666667
4562,0.9336666666666666
4564,0.28755615872604345
4569,0.20309283015252969
4593,0.98
4595,0.0
4604,0.81
4616,0.042166666666666665
4623,0.13666666666666666
4626,0.885
4630,1.0
4650,0.32333333333333336
4651,0.73
4689,0.0488029710496434
4691,0.08
4706,0.32653329747643217
4707,0.1681601950785369
4717,0.0488029710496434
4736,1.0
4752,0.19700735138677725
4775,0.26128787878787885
4777,1.0
4785,1.0
4790,1.0
4797,0.4646666666666668
4801,0.76
4816,0.9
4820,0.2970484237984238
4835,0.52
4839,0.71
4845,0.91
4848,0.0488029710496434
4858,0.16
4863,0.77
4876,1.0
4896,0.78
4897,0.12
4910,0.568563492063492
4915,0.6525
4916,0.9
4926,0.28755615872604345
4927,0.3010555987240451
4932,0.24867906434928858
4951,0.38482663070587236
4960,0.27423429194537896
4976,0.96
4992,0.04
4993,0.9466666666666668
5012,0.95
5025,0.49
5026,0.07
5030,0.19700735138677725
5031,0.1544131375177843
5034,0.89
5041,0.24105263157894735
5047,0.3054948897924122
5060,0.06
5066,0.5466666666666667
5077,0.0
5090,0.2277017475988063
5091,0.3168081469279987
5101,0.32466666666666666
5104,0.015
5107,1.0
5114,0.010833333333333332
5115,0.02583333333333333
5127,0.0
5128,0.42870587089097323
5137,0.06
5138,0.19700735138677725
5144,0.12
5173,0.96
5182,1.0
5188,0.3168081469279987
5208,0.56
5227,0.27423429194537896
5230,0.87
5233,0.99
5236,0.19700735138677725
5249,1.0
5252,0.84
5261,0.51
5264,0.0
5267,0.3274999999999999
5269,0.0
5271,0.4184999999999999
5281,0.30333333333333334
5285,0.7933333333333334
5291,0.74
5297,0.32
5304,0.02142857142857143
5306,0.40073441467263504
5320,0.5
5321,0.0
5326,0.40261111111111114
5329,0.14
5333,0.91
5336,0.63
5337,0.19700735138677725
5343,0.21094998952830818
5348,1.0
5366,0.3198976033998488
5372,0.13910856285720574
5388,0.5
5391,0.003333333333333333
5397,0.32653329747643217
5399,0.20584301214190723
5400,0.061547738523273575
5408,0.19700735138677725
5414,0.42033333333333345
5418,0.08333333333333334
5419,0.0
5423,1.0
5428,0.9640476190476189
5433,0.0
5441,0.54
5447,0.3168081469279987
5457,0.5414761904761906
5463,0.11870454545454544
5477,0.0375
5507,0.28755615872604345
5522,0.27945454545454546
5536,0.38482663070587236
5544,0.49333333333333335
5549,0.9466666666666665
5566,1.0
5574,0.22041666666666668
5578,0.0
5580,0.27
5635,0.13
5640,0.87
5644,0.1681601950785369
5657,1.0
5684,0.3054948897924122
5713,0.6
5719,0.7875
5727,1.0
5731,0.02583333333333333
5749,0.49
5750,0.27423429194537896
5755,0.22041666666666668
5762,0.02583333333333333
5774,0.28755615872604345
5775,0.73
5778,0.34277576715890695
5780,0.8533333333333334
5797,0.2790714285714284
5811,0.69
5822,0.345
5823,0.24853694215231134
5835,0.19965149696446363
5838,0.28755615872604345
5860,0.06435032483758121
5883,0.33444149831649833
5899,0.19965149696446363
5905,0.5833333333333335
5957,0.12411111111111113
5966,0.94
5982,0.45049999999999996
6004,0.3982317682317681
6046,0.04821428571428571
6047,0.8066666666666668
6060,0.24988371061079198
6061,0.061547738523273575
6066,0.42
6076,0.99
6077,0.02583333333333333
6084,0.35
6096,0.3054948897924122
6098,0.06835714285714285
6099,1.0
6120,0.3478420011027253
6136,0.8383333333333333
6142,1.0
6145,0.34277576715890695
6164,0.5316666666666666
6178,0.10232162439564595
6193,0.4755936979686979
6204,0.26856844415521475
6225,0.24266666666666667
6235,0.6510964912280701
6251,0.28755615872604345
6254,1.0
6255,0.96
6265,0.38
6291,0.41664330107469594
6296,0.4755936979686979
6312,0.99
6314,0.96
6340,0.425921184851677
6347,0.81
6348,0.3168081469279987
6351,0.3054948897924122
6385,0.15666666666666665
6387,0.005
6389,0.3192857142857143
6392,0.89
6409,0.11821143208884846
6411,0.63
6414,0.1681601950785369
6440,0.91
6448,0.7319999999999999
6449,0.8525
6460,0.99
6475,0.47
6494,0.1
6511,0.13910856285720574
6513,0.21980100319826876
6514,0.95
6534,0.26057936507936497
6545,0.63
6549,0.2646468531468531
6553,0.0488029710496434
6570,0.73
6596,0.8208809523809524
6614,1.0
6621,0.3010555987240451
6624,1.0
6627,0.0
6650,0.24166666666666667
6653,0.6016666666666667
6665,0.0
6678,1.0
6680,0.69
6688,0.8
6709,0.02583333333333333
6723,0.0
6741,0.79
6756,0.0488029710496434
6763,0.24853694215231134
6765,0.87
6767,0.53
6780,0.7966666666666665
6785,0.6237857142857143
6788,0.0
6792,1.0
6798,0.87
6802,0.43
6810,0.2277017475988063
6813,1.0
6826,1.0
6835,0.845
6869,0.4726666666666667
6874,0.99
6876,0.13824999999999998
6882,0.8832142857142858
6887,0.83
6909,0.73
6925,0.19700735138677725
6932,0.02583333333333333
6952,0.14883333333333332
6988,0.27423429194537896
6989,0.885
7002,0.97
7017,0.48083333333333333
7042,0.46171275946275947
7043,0.20584301214190723
7052,1.0
7068,0.32653329747643217
7084,0.24988371061079198
7085,0.35425000000000006
7086,0.24
7093,0.004
7096,0.20584301214190723
7101,0.19965149696446363
7102,0.03083333333333333
7114,0.99
7118,0.32653329747643217
7130,1.0
7147,0.8318571428571429
7150,0.66
7156,0.78
7179,0.83
7182,0.95
7185,0.93
7186,0.19965149696446363
7188,0.99
7207,0.02583333333333333
7210,0.3886081649831651
7211,0.67
7216,0.3054948897924122
7219,0.3198976033998488
7221,0.1971703377653193
7246,0.0
7252,0.28755615872604345
7253,0.04
7263,0.25
7269,0.24867906434928858
7274,0.6666666666666667
7286,0.3168081469279987
7308,0.46
7326,0.061547738523273575
7328,0.38482663070587236
7339,0.76
7347,0.5075
7360,0.98
7361,0.05332217406330013
7373,0.3168081469279987
7374,0.99
7379,0.37433333333333335
7406,0.0
7408,1.0
7426,0.37333333333333335
7427,0.04
7432,0.37
7439,0.0
7445,0.925
7446,0.64
7464,0.0
7473,0.1298438783438783
7477,0.02583333333333333
7482,0.879
7486,0.11191287878787881
7492,0.99
7500,0.41
7508,0.74
7519,0.0
7524,0.47
7528,0.28755615872604345
7539,0.3054948897924122
7543,0.10550000000000001
7550,0.3168081469279987
7572,1.0
7573,0.3469523809523809
7597,0.2646468531468531
7601,0.77
7603,0.95
7638,0.8
7650,0.228
7698,0.10333333333333332
7706,0.99
7710,0.89
7719,1.0
7723,0.20666666666666664
7731,0.4
7748,0.11
7764,0.0488029710496434
7770,0.12180033817460836
7792,1.0
7796,0.3054948897924122
7808,0.66
7829,0.48716666666666664
7832,0.04416666666666666
7834,0.27423429194537896
7857,0.27423429194537896
7878,0.93
7882,0.33444149831649833
7898,0.3624375901875902
7915,1.0
7918,0.21
7919,0.14
7920,0.09166666666666666
7930,0.2277017475988063
7938,1.0
7954,1.0
7956,0.3010555987240451
7961,0.3010555987240451
7969,0.1
7976,0.42
7980,0.005
7984,0.20309283015252969
7989,0.4794642857142857
7994,0.63
8006,0.3168081469279987
8007,0.65
8008,0.28755615872604345
8016,0.004
8029,0.14948809523809523
8042,0.39566157599261986
8064,1.0
8083,0.009833333333333335
8085,0.0
8093,0.0
8109,0.56
8121,0.32653329747643217
8144,0.1538565009135616
8147,0.9283333333333332
8153,0.28
8163,0.97
8173,0.32653329747643217
8178,0.10431485181485184
8187,0.49
8209,0.14400000000000002
8210,0.28755615872604345
8221,0.8441666666666666
8230,0.29375
8237,0.3010555987240451
8241,0.92
8243,0.728219298245614
8257,0.1538565009135616
8266,0.155
8270,0.015
8285,0.0
8286,1.0
8293,0.1538565009135616
8314,0.052435897435897424
8317,0.28755615872604345
8321,0.0
8330,0.6933333333333335
8336,0.8841904761904761
8340,1.0
8349,0.3198976033998488
8366,0.1538565009135616
8368,0.042166666666666665
8390,1.0
8393,0.72
8414,0.3010555987240451
8425,0.36
8430,1.0
8434,0.20584301214190723
8440,0.27423429194537896
8469,0.5488095238095237
8495,1.0
8497,0.3168081469279987
8502,0.3168081469279987
8505,0.1681601950785369
8511,0.26856844415521475
8518,0.41
8520,0.3054948897924122
8534,0.1971703377653193
8544,0.034444444444444444
8550,0.9533333333333333
8567,0.015
8568,0.38482663070587236
8585,1.0
8588,0.7516388888888887
8590,0.94
8599,0.87
8608,0.03083333333333333
8611,0.97
8640,0.5262380952380952
8644,0.5308333333333334
8658,0.47
8670,0.99
8674,1.0
8676,0.8492222222222223
8687,1.0
8688,0.65
8698,0.97
8707,1.0
8708,0.32653329747643217
8709,1.0
8713,0.72
8716,0.65
8720,1.0
8728,1.0
8730,0.4966666666666667
8736,0.83
8754,1.0
8769,1.0
8772,0.97
8789,0.24027540932888644
8794,0.77
8804,0.30521376681225376
8813,0.6833809523809523
8819,0.28755615872604345
8822,0.5375
8824,0.89
8836,0.016666666666666666
8838,0.19965149696446363
8839,0.44
8841,0.3168081469279987
8842,0.02583333333333333
8848,0.3065
8849,0.1681601950785369
8854,0.08
8859,0.05333333333333333
8861,0.61
8868,0.53
8876,0.12180033817460836
8896,0.2277017475988063
8902,0.785
8920,0.08892478191742896
8933,0.21094998952830818
8934,0.5433333333333333
8961,0.0
8968,0.41
8970,0.87
8974,0.3
9006,0.08
9032,0.215
9034,1.0
9044,0.1681601950785369
9045,0.935
9046,0.24853694215231134
9054,0.43
9064,0.41
9074,0.94
9078,0.9573214285714284
9081,0.3168081469279987
9084,0.0
9085,1.0
9108,0.20309283015252969
9111,0.3274999999999999
9134,1.0
9144,0.24
9148,0.3054948897924122
9150,1.0
9159,0.99
9161,0.38482663070587236
9174,0.99
9175,0.99
9195,0.0125
9214,0.33444149831649833
9216,0.28755615872604345
9223,1.0
9231,0.47
9235,0.08097847733210836
9260,0.3510526315789474
9261,0.3054948897924122
9262,0.33
9279,0.99
9292,1.0
9298,0.19965149696446363
9328,0.15927460744449895
9330,0.0
9335,1.0
9346,0.33504528597363714
9347,0.0
9349,0.91
9368,0.33444149831649833
9374,0.5701666666666668
9382,0.09913833948518583
9384,0.09913833948518583
9400,0.40073441467263504
9405,0.98
9409,0.6
9418,0.0
9429,0.45216666666666655
9442,0.19965149696446363
9444,0.01
9452,0.95
9454,0.20887301587301593
9473,0.0
9475,0.08097847733210836
9499,0.1681601950785369
9505,1.0
9506,0.012057692307692307
9513,0.2016666666666667
9524,1.0
9527,1.0
9533,0.71
9553,0.3054948897924122
9556,0.46
9562,0.3883333333333333
9575,0.38482663070587236
9577,0.025
9581,0.02583333333333333
9584,0.02583333333333333
9586,1.0
9598,0.88
9600,0.37
9603,0.73
9615,0.3168081469279987
9625,0.77
9626,0.7955591630591631
9637,0.02583333333333333
9650,0.74
9654,0.7933333333333334
9657,0.7007857142857142
9684,0.38
9707,0.97
9715,0.35965178797874486
9719,0.3168081469279987
9728,0.08455465587044535
9729,0.3478420011027253
9732,0.38
9736,0.51
9748,0.11
9750,0.38482663070587236
9755,0.95
9758,0.360625
9776,0.99
9788,1.0
9798,0.6284007936507936
9810,0.09
9816,0.03333333333333333
9836,0.3478420011027253
9839,0.4510595238095238
9856,0.521952380952381
9858,0.93
9865,0.62
9866,0.3478420011027253
9886,0.5901547619047619
9890,0.02583333333333333
9894,0.72
9896,0.27423429194537896
9897,0.28755615872604345
9910,0.3010555987240451
9911,0.11821143208884846
9932,0.1544131375177843
9934,0.13833333333333334
9939,0.51
9963,0.75
9968,0.47833333333333333
9972,0.2988333333333333
9987,0.75
9990,0.3054948897924122
10012,0.02583333333333333
10014,0.21980100319826876
10032,1.0
10039,0.81
10041,0.54
10042,0.1733333333333333
10046,0.3198976033998488
10052,0.99
10056,1.0
10057,0.79
10064,0.8824999999999998
10067,0.27423429194537896
10076,0.85
10083,0.8184999999999999
10112,0.08583333333333334
10114,0.59
10129,0.4861666666666667
10133,0.3
10140,1.0
10169,0.20309283015252969
10174,0.59
10179,0.39
10180,0.7604761904761905
10186,0.47814285714285726
10196,0.09913833948518583
10205,0.82
10217,0.64
10222,1.0
10244,0.98
10249,0.27423429194537896
10253,0.3478420011027253
10292,0.02583333333333333
10310,0.29833333333333334
10321,0.02583333333333333
10333,1.0
10348,0.02583333333333333
10374,0.3168081469279987
10376,0.3198976033998488
10378,0.01
10382,0.5179365079365078
10386,0.3168081469279987
10387,0.89
10395,0.08
10403,0.12333333333333332
10405,1.0
10410,0.49
10413,0.2970484237984238
10429,0.20666666666666667
10430,0.3168081469279987
10448,0.6559999999999999
10452,0.061547738523273575
10456,0.24988371061079198
10471,0.6866666666666665
10474,1.0
10476,0.0
10482,0.89
10492,1.0
10499,0.40073441467263504
10501,0.3054948897924122
10518,1.0
10520,0.91
10522,0.3198976033998488
10529,0.004285714285714285
10531,0.05690476190476191
10532,0.5097593240093241
10549,0.19
10567,0.15083333333333335
10578,0.3168081469279987
10581,0.04416666666666666
10582,0.7144256854256854
10583,0.3198976033998488
10614,0.3010555987240451
10617,0.57
10623,0.12
10625,0.3198976033998488
10646,0.33444149831649833
10648,0.0
10650,1.0
10661,0.38482663070587236
10663,0.09
10669,0.3054948897924122
10671,0.34277576715890695
10673,0.09913833948518583
10674,0.26
10677,0.012057692307692307
10678,0.3168081469279987
10686,0.19700735138677725
10692,0.45
10696,0.12180033817460836
10697,0.6341666666666668
10699,0.14869816294816293
10701,0.68
10702,0.3168081469279987
10718,0.21
10722,0.5
10739,0.99
10744,0.45
10750,0.48833333333333334
10754,0.4066666666666666
10761,0.0
10784,0.27423429194537896
10800,0.1538565009135616
10812,0.43
10815,1.0
10816,1.0
10818,0.0
10819,0.27423429194537896
10826,0.68
10829,0.7
10841,0.7975
10868,0.006785714285714286
10872,0.02583333333333333
10880,0.95
10883,0.12180033817460836
10906,0.44183333333333336
10909,0.01
10917,0.02
10936,0.2646468531468531
10943,0.14083333333333334
10947,0.02583333333333333
10975,0.0488029710496434
10990,0.3168081469279987
10991,0.04821428571428571
10994,0.33444149831649833
11003,0.20733333333333334
11012,0.4
11014,1.0
11019,1.0
11035,1.0
11037,1.0
11053,0.89
11065,0.93
11098,0.38482663070587236
11111,1.0
11113,1.0
11120,1.0
11122,0.12180033817460836
11137,1.0
11152,0.3054948897924122
11155,0.18666666666666665
11169,0.98
11174,0.72
11179,0.012057692307692307
11191,0.31781669719169714
11206,0.02583333333333333
11209,0.28755615872604345
11210,0.26057936507936497
11223,0.01
11227,0.38
11233,0.4755936979686979
11238,0.4866666666666667
11272,0.31781669719169714
11273,0.48
11289,0.0
11303,0.19965149696446363
11306,0.27423429194537896
11325,0.27545238095238084
11349,1.0
11367,0.32653329747643217
11374,0.5814166666666666
11383,0.1681601950785369
11388,0.03083333333333333
11389,0.33504528597363714
11391,0.3168081469279987
11411,0.20309283015252969
11417,0.28755615872604345
11426,0.7507936507936506
11440,0.21
11477,0.2646468531468531
11478,0.5166666666666667
11500,0.9391666666666667
11501,0.470579365079365
11525,1.0
11526,0.052435897435897424
11536,0.1766672494172494
11544,0.99
11558,0.3054948897924122
11569,1.0
11584,0.6446491228070176
11586,0.82
11589,0.3198976033998488
11608,0.99
11617,0.925
11619,1.0
11630,0.9
11631,0.98
11635,0.26856844415521475
11664,0.9466666666666668
11665,0.3010555987240451
11674,1.0
11682,1.0
11695,0.24867906434928858
11712,0.19965149696446363
11727,0.3198976033998488
11732,0.81
11745,0.3198976033998488
11749,0.33
11777,0.1635
11781,1.0
11808,0.94
11832,0.21980100319826876
11856,0.03083333333333333
11859,0.17472885317497333
11865,0.0
11874,0.32653329747643217
11881,0.3168081469279987
11899,0.5731666666666666
11911,0.7981666666666666
11913,1.0
11921,0.34032362520520393
11923,0.9415
11926,0.8716666666666666
11928,0.3478420011027253
11939,0.3168081469279987
11946,0.19700735138677725
11967,0.0
11979,0.89
11980,0.21094998952830818
11984,1.0
11985,0.59
11990,0.0
11998,1.0
12008,0.3168081469279987
12021,0.7556666666666668
12023,1.0
12035,0.12324034299034295
12066,0.12324034299034295
12076,0.39333333333333337
12085,0.41
12095,0.3198976033998488
12113,0.3168081469279987
12114,0.0488029710496434
12122,0.21094998952830818
12123,1.0
12125,0.35965178797874486
12129,0.03083333333333333
12138,0.0
12150,0.12
12155,0.3010555987240451
12161,1.0
12162,1.0
12174,0.1538565009135616
12175,0.91
12184,0.83
12188,0.15069047619047618
12194,0.27423429194537896
12199,0.3238170726332491
12212,0.3054948897924122
12220,0.09913833948518583
12224,1.0
12258,0.73
12267,0.42
12270,0.7184761904761905
12290,0.5341666666666667
12306,0.1681601950785369
12314,0.1544131375177843
12322,0.98
12339,0.23455135387488327
12346,0.3168081469279987
12355,0.02583333333333333
12383,0.7633333333333333
12389,0.61
12392,1.0
12400,0.05833333333333333
12412,0.6166666666666667
12427,0.1594603174603174
12431,0.47993364487237505
12435,0.3563650793650794
12464,0.02583333333333333
12480,0.64
12484,0.3198976033998488
12510,0.12180033817460836
12519,0.32653329747643217
12533,0.22
12538,0.499
12549,0.24988371061079198
12555,1.0
12559,0.23
12565,0.55
12575,0.43
12579,0.28755615872604345
12628,0.02
12632,0.5814166666666666
12655,0.5901547619047619
12664,0.95
12677,0.99
12679,0.85
12683,0.6566666666666667
12691,0.1
12693,0.3261666666666666
12704,0.96
12707,0.5116666666666666
12709,0.0
12712,0.3168081469279987
12713,0.4510595238095238
12714,0.1065
12725,1.0
12746,0.02583333333333333
12748,0.27423429194537896
12754,1.0
12761,0.53
12781,0.66
12793,0.09913833948518583
12810,0.10431485181485184
12823,0.28755615872604345
12826,0.3198976033998488
12827,0.75
12857,1.0
12865,0.35965178797874486
12879,0.06
12883,0.64
12885,0.21980100319826876
12907,0.20733333333333334
12921,0.92
12924,0.4577261904761905
12933,1.0
12943,0.20887301587301593
12945,0.27423429194537896
12968,0.87
12987,0.12
13015,0.071875
13037,0.20584301214190723
13045,0.085
13078,0.56
13084,0.15633333333333332
13093,0.8
13099,0.26
13106,0.536
13110,0.0
13113,0.06
13118,0.0
13121,0.23
13132,0.4646666666666668
13148,0.255
13150,0.36510714285714285
13169,0.58
13170,0.02
13174,0.0488029710496434
13196,0.29715187590187575
13224,0.44183333333333336
13226,0.24
13228,0.025
13247,0.88
13263,0.55
13265,1.0
13279,0.69
13283,0.21094998952830818
13295,1.0
13308,0.0
13319,0.3168081469279987
13324,0.55
13330,0.1771197691197691
13351,0.99
13360,0.275
13362,0.5319264705882353
13385,1.0
13394,0.1538565009135616
13400,0.47
13406,0.28755615872604345
13416,0.31781669719169714
13432,0.1971703377653193
13433,0.3168081469279987
13441,0.3689404761904762
13455,0.3198976033998488
13457,0.17472885317497333
13505,0.55
13507,0.875
13518,0.27423429194537896
13520,0.09913833948518583
13530,1.0
13538,0.28755615872604345
13546,0.33504528597363714
13549,0.7133333333333334
13550,1.0
13557,0.012666666666666666
13561,0.28755615872604345
13583,0.0075
13599,0.88
13604,0.3168081469279987
13619,0.32653329747643217
13629,0.9375
13634,0.24027540932888644
13639,0.36137592966888626
13642,0.1298438783438783
13648,0.6
13658,0.94
